,id,text,character,conversation_id,reply_to,clean_text,tokenize,tokenize_lemmatized,final_text,prediction
277,L592913,"My Father sent Luca Brasi after them.  He tied the two Capone men hand and foot, and stuffed small bath towels into their mouths. Then he took an ax, and chopped one man's feet off...",MICHAEL,L592911,L592912,father sent luca brasi tied capone men hand foot stuffed small bath towels mouths took ax chopped mans feet,"['father', 'sent', 'luca', 'brasi', 'tied', 'capone', 'men', 'hand', 'foot', 'stuffed', 'small', 'bath', 'towels', 'mouths', 'took', 'ax', 'chopped', 'mans', 'feet']","['father', 'sent', 'luca', 'brasi', 'tied', 'capone', 'men', 'hand', 'foot', 'stuffed', 'small', 'bath', 'towel', 'mouth', 'took', 'ax', 'chopped', 'man', 'foot']",father sent luca brasi tied capone men hand foot stuffed small bath towel mouth took ax chopped man foot,sadness
244,L593608,Let HER ask.,MICHAEL,L593607,L593607,let ask,"['let', 'ask']","['let', 'ask']",let ask,anger
310,L593230,Where are you going?,SONNY,L593230,,going,['going'],['going'],going,fear
127,L592989,"And now, what do you choose to do?",DON CORLEONE,L592983,L592988,choose,['choose'],['choose'],choose,joy
74,L593457,"Mention it, don't insist.  Barzini is a man who will know that without being told.",DON CORLEONE,L593456,L593456,mention dont insist barzini man know told,"['mention', 'dont', 'insist', 'barzini', 'man', 'know', 'told']","['mention', 'dont', 'insist', 'barzini', 'man', 'know', 'told']",mention dont insist barzini man know told,anger
291,L593329,Probably a year...,SONNY,L593328,L593328,probably year,"['probably', 'year']","['probably', 'year']",probably year,anger
29,L593228,You take care of Paulie?,SONNY,L593228,,care paulie,"['care', 'paulie']","['care', 'paulie']",care paulie,fear
83,L592976,I've called the hospital; they've notified Consiglere Genco's family to come and wait.  He won't last out the night.,HAGEN,L592973,L592975,ive called hospital theyve notified consiglere gencos family come wait wont night,"['ive', 'called', 'hospital', 'theyve', 'notified', 'consiglere', 'gencos', 'family', 'come', 'wait', 'wont', 'night']","['ive', 'called', 'hospital', 'theyve', 'notified', 'consiglere', 'gencos', 'family', 'come', 'wait', 'wont', 'night']",ive called hospital theyve notified consiglere gencos family come wait wont night,joy
298,L593304,Go on Mike.,SONNY,L593304,,mike,['mike'],['mike'],mike,fear
107,L593656,"There are men in this world who demand to be killed.  They argue in gambling games; they jump out of their cars in a rage if someone so much as scratches their fender. These people wander through the streets calling out ""Kill me, kill me.""  Luca Brasi was like that. And since he wasn't scared of death, and in fact, looked for it...I made him my weapon.  Because I was the only person in the world that he truly hoped would not kill him.  I think you have done the same with this man.",DON CORLEONE,L593654,L593655,men world demand killed argue gambling games jump cars rage scratches fender people wander streets calling kill kill luca brasi like wasnt scared death fact looked iti weapon person world truly hoped kill think man,"['men', 'world', 'demand', 'killed', 'argue', 'gambling', 'games', 'jump', 'cars', 'rage', 'scratches', 'fender', 'people', 'wander', 'streets', 'calling', 'kill', 'kill', 'luca', 'brasi', 'like', 'wasnt', 'scared', 'death', 'fact', 'looked', 'iti', 'weapon', 'person', 'world', 'truly', 'hoped', 'kill', 'think', 'man']","['men', 'world', 'demand', 'killed', 'argue', 'gambling', 'game', 'jump', 'car', 'rage', 'scratch', 'fender', 'people', 'wander', 'street', 'calling', 'kill', 'kill', 'luca', 'brasi', 'like', 'wasnt', 'scared', 'death', 'fact', 'looked', 'iti', 'weapon', 'person', 'world', 'truly', 'hoped', 'kill', 'think', 'man']",men world demand killed argue gambling game jump car rage scratch fender people wander street calling kill kill luca brasi like wasnt scared death fact looked iti weapon person world truly hoped kill think man,anger
290,L593249,I'm Michael Corleone--this is my father.  What happened to the detectives who were guarding him?,MICHAEL,L593249,,im michael corleonethis father happened detectives guarding,"['im', 'michael', 'corleonethis', 'father', 'happened', 'detectives', 'guarding']","['im', 'michael', 'corleonethis', 'father', 'happened', 'detective', 'guarding']",im michael corleonethis father happened detective guarding,fear
219,L593683,Have you agreed on a meeting?,HAGEN,L593678,L593682,agreed meeting,"['agreed', 'meeting']","['agreed', 'meeting']",agreed meeting,fear
133,L592983,What was this for?,DON CORLEONE,L592983,,,[],[],,fear
184,L593290,We should hear what they have to say.,HAGEN,L593286,L593289,hear,['hear'],['hear'],hear,fear
309,L593231,To the city.,MICHAEL,L593230,L593230,city,['city'],['city'],city,fear
44,L593627,Then in a six month time we're on our own; is that it?,CLEMENZA,L593626,L593626,month time,"['month', 'time']","['month', 'time']",month time,joy
357,L593079,I think so.  Detective squad?,SONNY,L593077,L593078,think detective squad,"['think', 'detective', 'squad']","['think', 'detective', 'squad']",think detective squad,anger
65,L592967,You take care of your family?,DON CORLEONE,L592967,,care family,"['care', 'family']","['care', 'family']",care family,joy
268,L592951,Sure.,MICHAEL,L592950,L592950,sure,['sure'],['sure'],sure,fear
85,L592974,"They'll cut the cake in a few minutes...leave right after that. Your new son-in-law, do we give him something important?",HAGEN,L592973,L592973,theyll cut cake minutesleave right new soninlaw important,"['theyll', 'cut', 'cake', 'minutesleave', 'right', 'new', 'soninlaw', 'important']","['theyll', 'cut', 'cake', 'minutesleave', 'right', 'new', 'soninlaw', 'important']",theyll cut cake minutesleave right new soninlaw important,joy
186,L593288,What about that Tattaglias?  What will they do about Bruno?,HAGEN,L593286,L593287,tattaglias bruno,"['tattaglias', 'bruno']","['tattaglias', 'bruno']",tattaglias bruno,fear
70,L593461,"Tattaglia is a pimp.  He could never have outfought Santino.  But I wasn't sure until this day.  No, it was Barzini all along.",DON CORLEONE,L593456,L593460,tattaglia pimp outfought santino wasnt sure day barzini,"['tattaglia', 'pimp', 'outfought', 'santino', 'wasnt', 'sure', 'day', 'barzini']","['tattaglia', 'pimp', 'outfought', 'santino', 'wasnt', 'sure', 'day', 'barzini']",tattaglia pimp outfought santino wasnt sure day barzini,joy
159,L593568,Who are those girls?,MICHAEL,L593568,,girls,['girls'],['girl'],girl,fear
12,L592852,No.  You ask for too much.,DON CORLEONE,L592852,,ask,['ask'],['ask'],ask,anger
35,L593097,"Go get Paulie, I don't care how sick he is.  Pick him up yourself, and bring him to my father's house.",SONNY,L593090,L593096,paulie dont care sick pick bring fathers house,"['paulie', 'dont', 'care', 'sick', 'pick', 'bring', 'fathers', 'house']","['paulie', 'dont', 'care', 'sick', 'pick', 'bring', 'father', 'house']",paulie dont care sick pick bring father house,anger
28,L593229,You won't see Paulie anymore.  He's sick for good this winter.,CLEMENZA,L593228,L593228,wont paulie anymore hes sick good winter,"['wont', 'paulie', 'anymore', 'hes', 'sick', 'good', 'winter']","['wont', 'paulie', 'anymore', 'he', 'sick', 'good', 'winter']",wont paulie anymore he sick good winter,sadness
170,L593383,"Pop, they hit us and we hit them back.",SONNY,L593383,,pop hit hit,"['pop', 'hit', 'hit']","['pop', 'hit', 'hit']",pop hit hit,anger
142,L593474,No...I would like to walk to Corleone.,MICHAEL,L593473,L593473,noi like walk corleone,"['noi', 'like', 'walk', 'corleone']","['noi', 'like', 'walk', 'corleone']",noi like walk corleone,joy
150,L593528,Get the car.  I'll be leaving in ten minutes.  Where's Calo?,MICHAEL,L593528,,car ill leaving minutes wheres calo,"['car', 'ill', 'leaving', 'minutes', 'wheres', 'calo']","['car', 'ill', 'leaving', 'minute', 'wheres', 'calo']",car ill leaving minute wheres calo,fear
228,L593646,Not so perfectly if you noticed.,MICHAEL,L593645,L593645,perfectly noticed,"['perfectly', 'noticed']","['perfectly', 'noticed']",perfectly noticed,fear
221,L593681,How will they come at you?,HAGEN,L593678,L593680,come,['come'],['come'],come,joy
131,L592985,And this?,DON CORLEONE,L592983,L592984,,[],[],,fear
288,L593256,You and I are going to move my father right now...to another room on another floor...Can you disconnect those tubes so we can wheel the bed out?,MICHAEL,L593255,L593255,going father right nowto room floorcan disconnect tubes wheel bed,"['going', 'father', 'right', 'nowto', 'room', 'floorcan', 'disconnect', 'tubes', 'wheel', 'bed']","['going', 'father', 'right', 'nowto', 'room', 'floorcan', 'disconnect', 'tube', 'wheel', 'bed']",going father right nowto room floorcan disconnect tube wheel bed,anger
51,L593208,"Maybe, or you gotta know now.",CLEMENZA,L593207,L593207,maybe gotta know,"['maybe', 'gotta', 'know']","['maybe', 'gotta', 'know']",maybe gotta know,anger
294,L593315,A million times.,MICHAEL,L593313,L593314,million times,"['million', 'times']","['million', 'time']",million time,fear
95,L592940,And with prison record.,DON CORLEONE,L592939,L592939,prison record,"['prison', 'record']","['prison', 'record']",prison record,fear
275,L592917,Then the thighs where they joined the torso.,MICHAEL,L592911,L592916,thighs joined torso,"['thighs', 'joined', 'torso']","['thigh', 'joined', 'torso']",thigh joined torso,fear
178,L593296,"Yes, even the shooting of your father was business, not personal...",HAGEN,L593286,L593295,yes shooting father business personal,"['yes', 'shooting', 'father', 'business', 'personal']","['yes', 'shooting', 'father', 'business', 'personal']",yes shooting father business personal,anger
204,L593158,Is the hospital covered?,HAGEN,L593158,,hospital covered,"['hospital', 'covered']","['hospital', 'covered']",hospital covered,fear
123,L593542,No.,MICHAEL,L593541,L593541,,[],[],,fear
41,L593091,Yeah.,SONNY,L593090,L593090,yeah,['yeah'],['yeah'],yeah,anger
89,L592947,Should I bring him in.,HAGEN,L592946,L592946,bring,['bring'],['bring'],bring,joy
280,L592908,You like spaghetti?,MICHAEL,L592904,L592907,like spaghetti,"['like', 'spaghetti']","['like', 'spaghetti']",like spaghetti,fear
206,L592962,The old man wants you; Johnny's here...he's got a problem.,HAGEN,L592962,,old man wants johnnys herehes got problem,"['old', 'man', 'wants', 'johnnys', 'herehes', 'got', 'problem']","['old', 'man', 'want', 'johnny', 'herehes', 'got', 'problem']",old man want johnny herehes got problem,fear
136,L592880,"Tom, what we need is an Act of Congress to allow Enzo to become a citizen.",DON CORLEONE,L592875,L592879,tom need act congress allow enzo citizen,"['tom', 'need', 'act', 'congress', 'allow', 'enzo', 'citizen']","['tom', 'need', 'act', 'congress', 'allow', 'enzo', 'citizen']",tom need act congress allow enzo citizen,fear
26,L593235,"OK, but be careful.",SONNY,L593234,L593234,ok careful,"['ok', 'careful']","['ok', 'careful']",ok careful,anger
351,L593585,Your casino loses money.  Maybe we can do better.,MICHAEL,L593584,L593584,casino loses money maybe better,"['casino', 'loses', 'money', 'maybe', 'better']","['casino', 'loses', 'money', 'maybe', 'better']",casino loses money maybe better,anger
141,L593522,Things went badly in Palermo?,MICHAEL,L593522,,things went badly palermo,"['things', 'went', 'badly', 'palermo']","['thing', 'went', 'badly', 'palermo']",thing went badly palermo,sadness
246,L593603,We'll go to the show tomorrow night--we can change the tickets.,MICHAEL,L593601,L593602,tomorrow nightwe change tickets,"['tomorrow', 'nightwe', 'change', 'tickets']","['tomorrow', 'nightwe', 'change', 'ticket']",tomorrow nightwe change ticket,fear
299,L593301,The kid's right.,SONNY,L593300,L593300,kids right,"['kids', 'right']","['kid', 'right']",kid right,sadness
4,L593421,"You owe the Don a service.  In one hour, not before, perhaps later, he will be at your funeral parlor to ask for your help.  Be there to greet him.  If you have any objections speak now, and I'll inform him.",HAGEN,L593420,L593420,owe service hour later funeral parlor ask help greet objections speak ill inform,"['owe', 'service', 'hour', 'later', 'funeral', 'parlor', 'ask', 'help', 'greet', 'objections', 'speak', 'ill', 'inform']","['owe', 'service', 'hour', 'later', 'funeral', 'parlor', 'ask', 'help', 'greet', 'objection', 'speak', 'ill', 'inform']",owe service hour later funeral parlor ask help greet objection speak ill inform,anger
0,L593445,You owe the Don a service.  He has no doubt that you will repay it.,HAGEN,L593443,L593444,owe service doubt repay,"['owe', 'service', 'doubt', 'repay']","['owe', 'service', 'doubt', 'repay']",owe service doubt repay,fear
321,L593146,How can you be sure?,MICHAEL,L593144,L593145,sure,['sure'],['sure'],sure,fear
307,L593233,"I don't need them, Sonny.  I'm just going to see Pop in the hospital. Also, I got other things.",MICHAEL,L593230,L593232,dont need sonny im going pop hospital got things,"['dont', 'need', 'sonny', 'im', 'going', 'pop', 'hospital', 'got', 'things']","['dont', 'need', 'sonny', 'im', 'going', 'pop', 'hospital', 'got', 'thing']",dont need sonny im going pop hospital got thing,anger
326,L593141,"All right, Mikey...who do we have to hit, Clemenza or Paulie?",SONNY,L593141,,right mikeywho hit clemenza paulie,"['right', 'mikeywho', 'hit', 'clemenza', 'paulie']","['right', 'mikeywho', 'hit', 'clemenza', 'paulie']",right mikeywho hit clemenza paulie,anger
100,L592889,Is it necessary?,DON CORLEONE,L592889,,necessary,['necessary'],['necessary'],necessary,fear
226,L593648,You're not a wartime Consigliere. Things may get tough with the move we're trying.,MICHAEL,L593645,L593647,youre wartime consigliere things tough trying,"['youre', 'wartime', 'consigliere', 'things', 'tough', 'trying']","['youre', 'wartime', 'consigliere', 'thing', 'tough', 'trying']",youre wartime consigliere thing tough trying,joy
342,L593676,He talked to you?,MICHAEL,L593675,L593675,talked,['talked'],['talked'],talked,fear
213,L593122,Even Sonny won't be able to call off Luca Brasi.,HAGEN,L593121,L593121,sonny wont able luca brasi,"['sonny', 'wont', 'able', 'luca', 'brasi']","['sonny', 'wont', 'able', 'luca', 'brasi']",sonny wont able luca brasi,anger
171,L593331,Can you do it Mike?,SONNY,L593330,L593330,mike,['mike'],['mike'],mike,fear
98,L592936,I'm sure it's the most generous gift today.,DON CORLEONE,L592936,,im sure generous gift today,"['im', 'sure', 'generous', 'gift', 'today']","['im', 'sure', 'generous', 'gift', 'today']",im sure generous gift today,joy
215,L593009,I'm German-Irish.,HAGEN,L593005,L593008,im germanirish,"['im', 'germanirish']","['im', 'germanirish']",im germanirish,sadness
61,L593014,What percentages for my family?,DON CORLEONE,L593011,L593013,percentages family,"['percentages', 'family']","['percentage', 'family']",percentage family,fear
47,L593619,We gotta fight sometime.  Let us at least recruit our regimes to full strength.,CLEMENZA,L593619,,gotta fight let recruit regimes strength,"['gotta', 'fight', 'let', 'recruit', 'regimes', 'strength']","['gotta', 'fight', 'let', 'recruit', 'regime', 'strength']",gotta fight let recruit regime strength,fear
32,L593183,Clemenza.  You take care of Paulie. I don't ever want to see him again. Understood?,SONNY,L593183,,clemenza care paulie dont want understood,"['clemenza', 'care', 'paulie', 'dont', 'want', 'understood']","['clemenza', 'care', 'paulie', 'dont', 'want', 'understood']",clemenza care paulie dont want understood,sadness
200,L593163,Has anyone been able to get in touch with him?,HAGEN,L593161,L593162,able touch,"['able', 'touch']","['able', 'touch']",able touch,anger
322,L593145,"You're right, kid, Clemenza is okay. It was Paulie.",SONNY,L593144,L593144,youre right kid clemenza okay paulie,"['youre', 'right', 'kid', 'clemenza', 'okay', 'paulie']","['youre', 'right', 'kid', 'clemenza', 'okay', 'paulie']",youre right kid clemenza okay paulie,fear
27,L593234,Sollozzo knows Mike's a civilian.,CLEMENZA,L593234,,sollozzo knows mikes civilian,"['sollozzo', 'knows', 'mikes', 'civilian']","['sollozzo', 'know', 'mike', 'civilian']",sollozzo know mike civilian,fear
282,L592904,No.  His name is Luca Brasi.  You wouldn't like him.,MICHAEL,L592904,,luca brasi wouldnt like,"['luca', 'brasi', 'wouldnt', 'like']","['luca', 'brasi', 'wouldnt', 'like']",luca brasi wouldnt like,fear
230,L593642,"I'm not talking about that.  I'm talking about Rocco Lampone building a secret regime.  Why does Neri report directly to you, rather than through me or a caporegime?",HAGEN,L593640,L593641,im talking im talking rocco lampone building secret regime neri report directly caporegime,"['im', 'talking', 'im', 'talking', 'rocco', 'lampone', 'building', 'secret', 'regime', 'neri', 'report', 'directly', 'caporegime']","['im', 'talking', 'im', 'talking', 'rocco', 'lampone', 'building', 'secret', 'regime', 'neri', 'report', 'directly', 'caporegime']",im talking im talking rocco lampone building secret regime neri report directly caporegime,fear
260,L593065,I'm thinking about it.,MICHAEL,L593064,L593064,im thinking,"['im', 'thinking']","['im', 'thinking']",im thinking,fear
162,L593561,"You look good, too.",MICHAEL,L593560,L593560,look good,"['look', 'good']","['look', 'good']",look good,joy
320,L593147,"On the three days Paulie was sick this month, he got calls from a payphone across from the old man's building.  We got people in the phone company.  Thank God it was Paulie...we'll need Clemenza bad.",SONNY,L593144,L593146,days paulie sick month got calls payphone old mans building got people phone company thank god pauliewell need clemenza bad,"['days', 'paulie', 'sick', 'month', 'got', 'calls', 'payphone', 'old', 'mans', 'building', 'got', 'people', 'phone', 'company', 'thank', 'god', 'pauliewell', 'need', 'clemenza', 'bad']","['day', 'paulie', 'sick', 'month', 'got', 'call', 'payphone', 'old', 'man', 'building', 'got', 'people', 'phone', 'company', 'thank', 'god', 'pauliewell', 'need', 'clemenza', 'bad']",day paulie sick month got call payphone old man building got people phone company thank god pauliewell need clemenza bad,joy
138,L592876,"Nazorine, my friend, tell me what I can do.",DON CORLEONE,L592875,L592875,nazorine friend tell,"['nazorine', 'friend', 'tell']","['nazorine', 'friend', 'tell']",nazorine friend tell,fear
62,L593012,Why do you come to me?  Why do I deserve your generosity?,DON CORLEONE,L593011,L593011,come deserve generosity,"['come', 'deserve', 'generosity']","['come', 'deserve', 'generosity']",come deserve generosity,anger
135,L592981,Will your girl friend get back to the city all right?,DON CORLEONE,L592981,,girl friend city right,"['girl', 'friend', 'city', 'right']","['girl', 'friend', 'city', 'right']",girl friend city right,fear
128,L592988,I fought for my country.  It was my choice.,MICHAEL,L592983,L592987,fought country choice,"['fought', 'country', 'choice']","['fought', 'country', 'choice']",fought country choice,joy
8,L592860,"Then take the justice from the judge, the bitter with the sweet, Bonasera.  But if you come to me with your friendship, your loyalty, then your enemies become my enemies, and then, believe me, they would fear you...",DON CORLEONE,L592858,L592859,justice judge bitter sweet bonasera come friendship loyalty enemies enemies believe fear,"['justice', 'judge', 'bitter', 'sweet', 'bonasera', 'come', 'friendship', 'loyalty', 'enemies', 'enemies', 'believe', 'fear']","['justice', 'judge', 'bitter', 'sweet', 'bonasera', 'come', 'friendship', 'loyalty', 'enemy', 'enemy', 'believe', 'fear']",justice judge bitter sweet bonasera come friendship loyalty enemy enemy believe fear,fear
64,L592969,"You look terrible.  I want you to eat well, to rest.  And spend time with your family.  And then, at the end of the month, this big shot will give you the part you want.",DON CORLEONE,L592969,,look terrible want eat rest spend time family end month big shot want,"['look', 'terrible', 'want', 'eat', 'rest', 'spend', 'time', 'family', 'end', 'month', 'big', 'shot', 'want']","['look', 'terrible', 'want', 'eat', 'rest', 'spend', 'time', 'family', 'end', 'month', 'big', 'shot', 'want']",look terrible want eat rest spend time family end month big shot want,fear
14,L592849,"Bonasera, we know each other for years, but this is the first time you come to me for help.  I don't remember the last time you invited me to your house for coffee...even though our wives are friends.",DON CORLEONE,L592849,,bonasera know years time come help dont remember time invited house coffeeeven wives friends,"['bonasera', 'know', 'years', 'time', 'come', 'help', 'dont', 'remember', 'time', 'invited', 'house', 'coffeeeven', 'wives', 'friends']","['bonasera', 'know', 'year', 'time', 'come', 'help', 'dont', 'remember', 'time', 'invited', 'house', 'coffeeeven', 'wife', 'friend']",bonasera know year time come help dont remember time invited house coffeeeven wife friend,joy
156,L593575,I'll make him an offer he can't refuse.,MICHAEL,L593574,L593574,ill offer cant refuse,"['ill', 'offer', 'cant', 'refuse']","['ill', 'offer', 'cant', 'refuse']",ill offer cant refuse,fear
40,L593092,The word is out in the streets that he's dead.,CLEMENZA,L593090,L593091,word streets hes dead,"['word', 'streets', 'hes', 'dead']","['word', 'street', 'he', 'dead']",word street he dead,joy
329,L593138,"Oh no you can't, the old man'd be sore as hell if I let you get mixed up in this.",SONNY,L593134,L593137,oh cant old mand sore hell let mixed,"['oh', 'cant', 'old', 'mand', 'sore', 'hell', 'let', 'mixed']","['oh', 'cant', 'old', 'mand', 'sore', 'hell', 'let', 'mixed']",oh cant old mand sore hell let mixed,joy
292,L593328,O.K.  How long do you think before I can come back?,MICHAEL,L593328,,ok long think come,"['ok', 'long', 'think', 'come']","['ok', 'long', 'think', 'come']",ok long think come,anger
216,L593007,He never asks a second favor when he has been refused the first. Understood?,HAGEN,L593005,L593006,asks second favor refused understood,"['asks', 'second', 'favor', 'refused', 'understood']","['asks', 'second', 'favor', 'refused', 'understood']",asks second favor refused understood,joy
279,L592910,Then eat your spaghetti and I'll tell you a Luca Brasi story.,MICHAEL,L592904,L592909,eat spaghetti ill tell luca brasi story,"['eat', 'spaghetti', 'ill', 'tell', 'luca', 'brasi', 'story']","['eat', 'spaghetti', 'ill', 'tell', 'luca', 'brasi', 'story']",eat spaghetti ill tell luca brasi story,fear
311,L593156,Is it like they say?  Is he that good?,MICHAEL,L593148,L593155,like good,"['like', 'good']","['like', 'good']",like good,joy
236,L593048,"No.  I guess I'll see you Christmas. Everyone's going to be out at Long Beach, right?",MICHAEL,L593047,L593047,guess ill christmas everyones going long beach right,"['guess', 'ill', 'christmas', 'everyones', 'going', 'long', 'beach', 'right']","['guess', 'ill', 'christmas', 'everyones', 'going', 'long', 'beach', 'right']",guess ill christmas everyones going long beach right,sadness
207,L593376,"Mama, no.",HAGEN,L593375,L593375,mama,['mama'],['mama'],mama,fear
212,L593124,I'll try...It's what the Don would want us to do.,HAGEN,L593121,L593123,ill tryits want,"['ill', 'tryits', 'want']","['ill', 'tryits', 'want']",ill tryits want,joy
327,L593140,Theresa.,SONNY,L593134,L593139,theresa,['theresa'],['theresa'],theresa,fear
251,L593238,I don't think so.  You don't want to end up on page 3 of the Daily News.,MICHAEL,L593236,L593237,dont think dont want end page daily news,"['dont', 'think', 'dont', 'want', 'end', 'page', 'daily', 'news']","['dont', 'think', 'dont', 'want', 'end', 'page', 'daily', 'news']",dont think dont want end page daily news,anger
349,L593589,You took Freddie in because the Corleone family bankrolled your casino.  You and the Corleone family are evened out.  This is for business; name your price.,MICHAEL,L593584,L593588,took freddie corleone family bankrolled casino corleone family evened business price,"['took', 'freddie', 'corleone', 'family', 'bankrolled', 'casino', 'corleone', 'family', 'evened', 'business', 'price']","['took', 'freddie', 'corleone', 'family', 'bankrolled', 'casino', 'corleone', 'family', 'evened', 'business', 'price']",took freddie corleone family bankrolled casino corleone family evened business price,joy
328,L593139,"Jesus Christ, he's my father, Sonny.",MICHAEL,L593134,L593138,jesus christ hes father sonny,"['jesus', 'christ', 'hes', 'father', 'sonny']","['jesus', 'christ', 'he', 'father', 'sonny']",jesus christ he father sonny,fear
269,L592931,"My brother Sonny found him living in the streets when he was a kid, so my father took him in.  He's a good lawyer.",MICHAEL,L592930,L592930,brother sonny found living streets kid father took hes good lawyer,"['brother', 'sonny', 'found', 'living', 'streets', 'kid', 'father', 'took', 'hes', 'good', 'lawyer']","['brother', 'sonny', 'found', 'living', 'street', 'kid', 'father', 'took', 'he', 'good', 'lawyer']",brother sonny found living street kid father took he good lawyer,joy
201,L593162,If Luca sold out we're in real trouble.,SONNY,L593161,L593161,luca sold real trouble,"['luca', 'sold', 'real', 'trouble']","['luca', 'sold', 'real', 'trouble']",luca sold real trouble,fear
161,L593565,No.,MICHAEL,L593564,L593564,,[],[],,fear
43,L593628,Maybe less...,MICHAEL,L593626,L593627,maybe,['maybe'],['maybe'],maybe,anger
217,L593005,"Mr. Corleone is Johnny's Godfather. That is very close, a very sacred religious relationship.",HAGEN,L593005,,mr corleone johnnys godfather close sacred religious relationship,"['mr', 'corleone', 'johnnys', 'godfather', 'close', 'sacred', 'religious', 'relationship']","['mr', 'corleone', 'johnny', 'godfather', 'close', 'sacred', 'religious', 'relationship']",mr corleone johnny godfather close sacred religious relationship,fear
190,L593186,Maybe Mike shouldn't get mixed up in this so directly.  You know the old man doesn't want that.,HAGEN,L593186,,maybe mike shouldnt mixed directly know old man doesnt want,"['maybe', 'mike', 'shouldnt', 'mixed', 'directly', 'know', 'old', 'man', 'doesnt', 'want']","['maybe', 'mike', 'shouldnt', 'mixed', 'directly', 'know', 'old', 'man', 'doesnt', 'want']",maybe mike shouldnt mixed directly know old man doesnt want,anger
259,L593067,"No, I would not like you better if you were Ingrid Bergman.",MICHAEL,L593064,L593066,like better ingrid bergman,"['like', 'better', 'ingrid', 'bergman']","['like', 'better', 'ingrid', 'bergman']",like better ingrid bergman,joy
105,L593658,How?,MICHAEL,L593657,L593657,,[],[],,fear
53,L593199,Drive while you thinking; I wanna get to the City this month!,CLEMENZA,L593198,L593198,drive thinking wanna city month,"['drive', 'thinking', 'wanna', 'city', 'month']","['drive', 'thinking', 'wanna', 'city', 'month']",drive thinking wanna city month,fear
1,L593443,"This is Tom Hagen; I'm calling for Don Corleone, at his request.",HAGEN,L593443,,tom hagen im calling corleone request,"['tom', 'hagen', 'im', 'calling', 'corleone', 'request']","['tom', 'hagen', 'im', 'calling', 'corleone', 'request']",tom hagen im calling corleone request,fear
49,L593311,How bad will it be?,MICHAEL,L593310,L593310,bad,['bad'],['bad'],bad,anger
80,L593435,"My wife was weeping before she fell asleep, outside my window I saw my caporegimes to the house, and it is midnight.  So, Consigliere of mine, I think you should tell your Don what everyone knows.",DON CORLEONE,L593435,,wife weeping fell asleep outside window saw caporegimes house midnight consigliere think tell knows,"['wife', 'weeping', 'fell', 'asleep', 'outside', 'window', 'saw', 'caporegimes', 'house', 'midnight', 'consigliere', 'think', 'tell', 'knows']","['wife', 'weeping', 'fell', 'asleep', 'outside', 'window', 'saw', 'caporegimes', 'house', 'midnight', 'consigliere', 'think', 'tell', 'know']",wife weeping fell asleep outside window saw caporegimes house midnight consigliere think tell know,joy
205,L592963,Okay.  One minute.,SONNY,L592962,L592962,okay minute,"['okay', 'minute']","['okay', 'minute']",okay minute,fear
34,L593098,That's all?  Don't you want me to send some people over here?,CLEMENZA,L593090,L593097,thats dont want send people,"['thats', 'dont', 'want', 'send', 'people']","['thats', 'dont', 'want', 'send', 'people']",thats dont want send people,fear
263,L593041,"Then we can have dinner, see a show, and spend one more night.",MICHAEL,L593036,L593040,dinner spend night,"['dinner', 'spend', 'night']","['dinner', 'spend', 'night']",dinner spend night,fear
91,L592944,"On a day like this.  Consiglero, do you also have in your notes the the Turk made his living from Prostitution before the war, like the Tattaglias do now.  Write that down before you forget it.  The Turk will wait.",DON CORLEONE,L592939,L592943,day like consiglero notes turk living prostitution war like tattaglias write forget turk wait,"['day', 'like', 'consiglero', 'notes', 'turk', 'living', 'prostitution', 'war', 'like', 'tattaglias', 'write', 'forget', 'turk', 'wait']","['day', 'like', 'consiglero', 'note', 'turk', 'living', 'prostitution', 'war', 'like', 'tattaglias', 'write', 'forget', 'turk', 'wait']",day like consiglero note turk living prostitution war like tattaglias write forget turk wait,fear
52,L593202,"OK, go to Arthur Avenue; I'm suppose to call when I found somethin'.",CLEMENZA,L593201,L593201,ok arthur avenue im suppose found somethin,"['ok', 'arthur', 'avenue', 'im', 'suppose', 'found', 'somethin']","['ok', 'arthur', 'avenue', 'im', 'suppose', 'found', 'somethin']",ok arthur avenue im suppose found somethin,anger
264,L593039,For dinner.  Unless I call and tell them we're still in New Hampshire.,MICHAEL,L593036,L593038,dinner tell new hampshire,"['dinner', 'tell', 'new', 'hampshire']","['dinner', 'tell', 'new', 'hampshire']",dinner tell new hampshire,joy
241,L593744,Don't ask me.,MICHAEL,L593743,L593743,dont ask,"['dont', 'ask']","['dont', 'ask']",dont ask,anger
13,L592851,And what is that Bonasera?,DON CORLEONE,L592849,L592850,bonasera,['bonasera'],['bonasera'],bonasera,fear
88,L592948,No.  Let the people enjoy him.  You see?  He is a good godson.,DON CORLEONE,L592946,L592947,let people enjoy good godson,"['let', 'people', 'enjoy', 'good', 'godson']","['let', 'people', 'enjoy', 'good', 'godson']",let people enjoy good godson,joy
273,L592921,...who out of sheer terror had swallowed the bath towel in his mouth and suffocated.,MICHAEL,L592911,L592920,sheer terror swallowed bath towel mouth suffocated,"['sheer', 'terror', 'swallowed', 'bath', 'towel', 'mouth', 'suffocated']","['sheer', 'terror', 'swallowed', 'bath', 'towel', 'mouth', 'suffocated']",sheer terror swallowed bath towel mouth suffocated,fear
